pergunta;resposta
Qual é o principal método utilizado para medir a desigualdade econômica?;Coeficiente de Gini
Quem atua na área de economic inequality?;Branko Milanović e Richard G. Wilkinson
Qual é o tipo do conceito 'economic inequality' no modelo wiki?;PsychologicalFeature100023100, Disease, Content105809192, Fact106636259, Abstraction100002137, Message106598915, Communication100033020, Cognition100023271, Information106634376, Issue105814650
Qual categoria é associada à economic inequality?;Category:Economic globalization, Category:Libertarian theory, Category:Economic inequality, Category:Population concepts, Category:Social inequality, Category:Occupy Wall Street, Category:Distribution of wealth
Qual imagem representa a desigualdade econômica?;Tenting in Los Angeles Skid Row.jpg
Qual tipo de medida foca em riqueza, renda e consumo para medir economic inequality?;Tipos importantes de medidas econômicas
O que é um importante índice composto estatístico que leva em conta a desigualdade na medida da economic inequality?;Índice de Desenvolvimento Humano Ajustado pela Desigualdade
Qual modelo wiki é usado para economic inequality?;Template:Wealth, Template:Multiple image, Template:Citation, Template:Redirect, Template:Anchor, Template:For, Template:KOR, Template:Use mdy dates, Template:ISBN, Template:Cite book
Qual livro trata do tema economic inequality?;Capital in the Twenty-First Century e Capital and Ideology
O que a globalização fez com relação à desigualdade econômica entre países?;Reduziu a desigualdade global (entre nações)
