pergunta;resposta
De onde os normandos originaram-se?;Eram um povo germânico estabelecido no norte da França, descendentes de viquingues da Escandinávia.
Quais idiomas os normandos falavam?;Falavam os idiomas Old Norse, Old Norman e Latin.
Quais religiões os normandos seguiam?;Seguiam a religião Norse paganism e Christianity.
Em quais batalhas os normandos participaram?;Participaram em batalhas como a Battle of Civitate, Battle of Montepeloso e Battle of Soissons (923).
Qual estilo arquitetônico está associado aos normandos?;Seguiam o estilo arquitetônico Normans, como em St Mary's Church, Mortehoe.
Qual evento histórico importante os normandos estiveram envolvidos?;Estiveram envolvidos na Conquista Normanda da Inglaterra e na colonização da Sicília.
Quais castelos foram ocupados pelos normandos?;Castelos como Kells Castle, Waytemore Castle e Taunton Castle foram ocupados pelos normandos.
Quem é uma figura associada aos normandos?;Richard of Salerno possuía nacionalidade Normans.
Quais templates wiki os normandos utilizavam?;Utilizavam templates como Template:Norse people, Template:Refend e Template:Cite book.
O que representa a Tapeçaria de Bayeux?;A Tapeçaria de Bayeux representa a Conquista Normanda da Inglaterra.
