pergunta;resposta
Qual é a extensão da Amazônia em milhões de quilômetros quadrados?;7 milhões
Quais são as nações que possuem territórios dentro da Bacia Amazônica?;Brasil, Peru, Colômbia, Venezuela, Equador, Bolívia, Guiana, Suriname e França (Guiana Francesa)
Qual é a proporção da Amazônia em relação ao território brasileiro?;49,29%
Em quais regiões do Brasil se localiza a Amazônia?;Norte, Nordeste e Centro-Oeste
Qual foi o ano em que a UNESCO declarou uma área da Amazônia como Patrimônio da Humanidade?;2000 (com extensão em 2003)
Quais foram as categorias nas quais a Amazônia foi classificada para as sete maravilhas naturais do mundo?;Florestas, parques nacionais e reservas naturais
Quais são alguns dos animais que habitam a Amazônia?;Jaguar, Tucano, Macaco-prego e Arara-azul
Qual foi o resultado da votação para as sete maravilhas naturais do mundo em 2011?;A Amazônia ficou em terceiro lugar
Em qual ano a Amazônia foi declarada como um dos sete novos maravilhos naturais do mundo?;2017
Qual é o idioma nativo da Amazônia?;Português (Brasil) e Espanhol (Peru, Colômbia)
Quais são algumas das ameaças à Amazônia?;Desmatamento, mineração e agricultura
