pergunta;resposta
Qual é a função principal do sistema imunitário?;Defesa contra patógenos
Quais são duas barreiras físicas no sistema imunitário?;Pele e muco
Quantos tipos de imunidade existem?;Duas (innata e adaptiva)
O que fazem os B linfócitos?;Produzem anticorpos
Qual é a função dos T helper cells?;Ajudam outros tipos de células imunitárias
O que os anticorpos neutralizam?;Vírus e bactérias
Quais são sinais de um sistema imunitário comprometido?;Doenças infecciosas frequentes
O que ativa o sistema complemento?;Antígenos e produtos inflamatórios
Qual é a diferença entre imunidade ativa e passiva?;"Ativa: exposição a antígenos; Passiva: transferência de anticorpos prontos"
Quais são exemplos de citocinas?;Interferon e interleucina
