pergunta;resposta
Qual organização proclamou o embargo petrolífera em outubro de 1973?;Organização dos Países Árabes Exportadores de Petróleo (OPAEP)
Qual evento desencadeou o embargo petrolífero de 1973?;Guerra do Yom Kippur
Quais foram as nações inicialmente alvo do embargo petrolífero de 1973?;Canadá, Japão, Holanda, Reino Unido e Estados Unidos
Para qual valor o preço do petróleo subiu no mundo inteiro até março de 1974?;Aproximadamente US$ 12 por barril
Qual é a imagem representativa associada à crise do petróleo de 1973 que ilustra a falta de gás em 1974?;No gas 1974.gif
Quais categorias de assunto estão associadas à crise petrolífera de 1973, relacionadas com economia internacional?;Category:1973 in international relations
Qual modelo de página wiki é utilizado para referências bibliográficas na página sobre a crise do petróleo de 1973?;Template:Cite book
Quais são algumas categorias associadas à economia do petróleo relacionadas à crise de 1973?;Category:Petroleum economics e Category:Petroleum politics
Como é descrita a crise em termos de conflito ou condição econômica na página sobre a crise do petróleo de 1973?;WikicatEconomicDisasters e Embargo106660520
Que modelo de página wiki é usado para adicionar mais citações necessárias no artigo da crise petrolífera de 1973?;Template:More citations needed
