pergunta;resposta
Qual é a principal forma de a Universidade de Chicago ser classificada?;uma universidade de pesquisa
Quantos estudantes a Universidade de Chicago atualmente registra?;18452
Em que ano foi fundada a Universidade de Chicago?;1890
Quantas escolas profissionais a Universidade de Chicago possui?;sete
Qual foi a contribuição do departamento de física de Chicago para a história?;desenvolvimento da primeira reação nuclear auto-sustentável do mundo (Chicago Pile-1)
Onde ocorreu o desenvolvimento da primeira reação nuclear auto-sustentável do mundo?;sob os estandes de Stagg Field
Qual é o nome da maior editora universitária dos Estados Unidos?;University of Chicago Press
Quando se espera que o Centro Presidencial Barack Obama seja concluído?;2021
Quantos ganhadores do Prêmio Nobel estão afiliados à Universidade de Chicago?;98
Em que tipo de instituição a Universidade de Chicago se encaixa?;uma abstração
