pergunta;resposta
Qual rio flui pelas margens de Varsóvia?;O rio Vístula.
Quantos habitantes Varsóvia tinha em 2012?;1 716 855 habitantes.
Qual é um dos títulos que Varsóvia recebeu após a Segunda Guerra Mundial devido à sua reconstrução?;"Phoenix City""."
Onde está localizada a Universidade de Varsóvia, conforme mencionado no contexto?;Varsóvia.
Qual foi o ano em que a The Economist Intelligence Unit classificou Varsóvia como a 32ª cidade mais habitável do mundo?;2012.
Em qual ano Varsóvia ficou em 4º lugar na categoria 'Amigável para Negócios'?;2017.
Qual é um dos principais atrações turísticas no Centro Histórico de Varsóvia?;A Coluna de Sigismundo.
Qual organização tem sua sede em Varsóvia e está relacionada à guarda de fronteira europeia?;Frontex.
Que título a cidade de Varsóvia possui dentro da categoria de agências da Polônia, conforme mencionado nos fatos?;Sede principal do Ministério das Finanças (Polônia).
Qual evento histórico ocorreu em Varsóvia entre agosto e outubro de 1944?;Uma revolta geral.
