pergunta;resposta
O que é força no contexto da mecânica clássica?;Conceito fundamental relacionado às três leis de Newton, capaz de vencer a inércia de um corpo.
Como a força pode modificar o movimento de um corpo?;Alterando sua velocidade, seja na magnitude, direção ou sentido.
Qual é a definição de pressão em relação à força?;Distribuição da força sobre uma área.
O que é arrasto em termos de força?;Força que causa a redução da velocidade de um objeto em movimento.
Como a força é caracterizada em termos vetoriais?;Possui magnitude e direção.
Qual é a formulação original da segunda lei de Newton?;Força é igual à derivada temporal do momento linear.
O que é torque no contexto de forças?;Força que causa variação na velocidade angular de um corpo.
Como a força aplicada a um corpo fixo é denominada?;Tensão mecânica ou estresse mecânico.
Qual é o efeito da força em um fluido?;Alteração na pressão e no volume do fluido.
O que a força pode causar em um corpo elástico?;Deformação, dependendo da magnitude e direção da força aplicada.
