pergunta;resposta
Qual é o código de área de Fresno, Califórnia?;559
Que tipo de governo Fresno, Califórnia, possui?;Forte Mayor
Que tipo de assentamento Fresno, Califórnia, é?;List of municipalities in California
Qual é a área total de Fresno, Califórnia?;300.438620798976
Quais categorias Fresno, Califórnia, pertence?;San Joaquin Valley
Quais modelos de página da Wikipedia Fresno, Califórnia, usa?;Template:California_cities_and_mayors_of_100,000_population, Template:Fresno_County,_California, Template:Official_website
Que tipo de lugar Fresno, Califórnia, é?;County Seats in California
Qual é a latitude e longitude de Fresno, Califórnia?;36.75 -119.76666666666667
Qual é o correspondente exato globalwordnet de Fresno, Califórnia?;http://globalwordnet.org/ili/i84248
Qual é a descrição de Fresno, Califórnia, como um tipo de lugar?;County Seats in California
