pergunta;resposta
Qual é a capital da Califórnia?;Sacramento
Em qual estado está localizada a cidade de Los Angeles?;Califórnia
Qual é o rio mais longo da Califórnia?;Rio São Joaquim
Qual é a montanha mais alta da Califórnica?;Monte Whitney
Em qual região geológica se encontra a Califórnia?;Foice do Pacífico
Qual é o maior lago da Califórnia?;Lago Tulare
Em qual ano a Califórnia se tornou o 31º estado dos Estados Unidos?;1850
Qual é o parque nacional mais antigo da Califórnia?;Yosemite National Park
Em qual ano a Califórnia sofreu um terremoto com magnitude 9,5 na escala de Richter?;1906
Qual é o maior deserto da Califórnia?;Deserto do Mojave
