pergunta;resposta
O que é a força?;A força é uma quantidade física que pode alterar o estado de movimento ou deformar um corpo.
Qual é a unidade básica de medida da força no Sistema Internacional?;Newton (N)
Quais são os principais tipos de força?;Força gravítica, normal, fricção, tensão e magnetismo.
Qual físico descreveu a lei da gravitação universal?;Isaac Newton
Como a força está relacionada ao movimento?;A força é necessária para iniciar, parar ou alterar o estado de movimento de um objeto.
Qual exemplo ilustra a aplicação da força na vida cotidiana?;Puxar uma porta ou empurrar um carrinho
O que diferencia a força da energia?;A força é relacionada à ação de pôr em movimento, enquanto a energia é relacionada à capacidade de trabalho.
Qual tipo de força atua entre o chão e um livro em repouso?;Força normal
Como a força está ligada ao conceito de aceleração?;Aceleração = Força / Massa (F = ma)
Por que é necessária a aplicação de força para mover um objeto?;Para alterar o estado de movimento do objeto, seja de repouso para movimento ou vice-versa.
