pergunta;resposta
Qual é o objetivo principal do IPCC?;Sintetizar e divulgar o conhecimento mais avançado sobre mudanças climáticas que afetam o mundo, especificamente o aquecimento global.
Como o IPCC foi criado?;Em 1988, pela iniciativa do Programa das Nações Unidas para o Meio Ambiente (PNUMA) e da Organização Meteorológica Mundial (OMM).
Qual é a função principal do IPCC?;Reunir e resumir o conhecimento produzido por cientistas independentes e ligados a organizações e governos.
Quem são os principais responsáveis pela liderança do IPCC atualmente?;Hoesung Lee é o presidente, seguido de Ismail El Gizouli como vice-presidente.
O IPCC produz pesquisa original ou resume a existente?;O IPCC não produz pesquisa original, mas reúne e resume conhecimento científico existente.
Qual é o local de sede do IPCC?;Geneva, Suíça
Quando foi concedido o Prêmio Nobel da Paz ao IPCC?;2007.
Quantos relatórios principais foram produzidos pelo IPCC desde sua fundação até 2014?;cinco
Qual foi o primeiro presidente do IPCC?;Bert Bolin
Quem é um dos cientistas conhecido por trabalhos no IPCC?;Filippo Giorgi.
