pergunta;resposta
Qual empresa foi formada pela fusão da Sky Television e da British Satellite Broadcasting?;BSkyB
Em que ano a British Satellite Broadcasting foi fundada?;1986
Onde estava localizada a sede da British Satellite Broadcasting?;Londres
Quais canais de televisão eram propriedade da British Satellite Broadcasting?;The Movie Channel, The Power Station, Now, Galaxy
Qual é o nome da empresa que sucedeu a British Satellite Broadcasting?;Sky UK
Qual tipo de organização a British Satellite Broadcasting é classificada?;Empresa
Quais filmes foram produzidos pela British Satellite Broadcasting?;Memphis Belle, Hardware
Em que mês e ano ocorreu a fusão entre a BSB e a Sky Television?;novembro de 1990
Qual é o nome da imagem representativa da British Satellite Broadcasting?;British Satellite Broadcasting logo.png
Qual categoria inclui empresas estabelecidas em 1986?;Category:Mass media companies established in 1986
