pergunta;resposta
Qual é a posição de Jacksonville no ranking populacional dos Estados Unidos?;12ª
Quais são os rios que correm através de Jacksonville?;Rio St. Johns
Em qual ano foi fundada a cidade de Jacksonville?;1791
Qual foi a primeira colônia europeia estabelecida em Jacksonville?;Fort Caroline
Por qual figura histórica é nomeada a cidade de Jacksonville?;Andrew Jackson
Qual é um apelido comum para Jacksonville?;The River City
Quantos quilômetros separam Jacksonville de Miami?;528 quilômetros
Qual foi a edição do Super Bowl realizada em Jacksonville?;XXXIX (XLIX)
Nomeie uma banda famosa originária de Jacksonville.;Lynyrd Skynyrd
Qual é a densidade populacional de Jacksonville, em habitantes por km²?;490.63
