pergunta;resposta
Quem era o-capital da dynasty Yuan?;Shangdu
O que foi o filho do Kublai Khan?;Jayaatu Khan
De quandém terminou a Dynasty Yuan?;1368 – 09-14
Qual região contém o dynasty Yuan?;Shangdu
Quem participou no Campanha da Batcha na Batcha de Shangdu?;Battle of Shangdu teve como combatientes Yuan dynasty
Qual dia foi o diameter da bença 'Yuan;1288
Quem é o-capital da Dynasty Qin?;Khanbaliq
O que fez a conquista mongol de China?;Mongol invazões dos Levans e da Afro-Latin America
De quandém occidiu o conflito entre Jayaatu Khan e Qianzheng?;1115–1234
Qual região contém o dynasty Great Yuan?;Shangdu, Lína
