pergunta;resposta
Qual é o apelido de Jacksonville?;Jax, A Cidade do Rio, A Nova Cidade Corajosa do Sul
Qual rio corre ao lado de Jacksonville?;Rio St. Johns
Qual é a população de Jacksonville?;1.733.937 (área metropolitana)
Qual é o ranking de Jacksonville nos Estados Unidos em termos de população?;12º
Em que condado reside Jacksonville?;Condado de Duval
Qual é o nome da colônia francesa fundada em 1564?;Fort Caroline
Quem habitava a área antes da chegada dos franceses?;O povo Timucua
Qual figura histórica recebeu o nome de Jacksonville?;Andrew Jackson
Qual é a densidade populacional de Jacksonville?;490,63 por km²
Qual é a temperatura média mínima em fevereiro?;46,1 °F
