pergunta;resposta
Qual instituição William Klemperer trabalhou?;Harvard University
Qual universidade frequentou Tsakhiagiin Elbegdorj?;Harvard University
Quem é Selma Botman?;Uma pessoa que frequentou Harvard University.
Qual é a categoria de Harvard University?;Universities and colleges in Cambridge, Massachusetts.
Quem frequentou Harvard University e é um bispo?;William McClelland.
Qual é o VIAF ID de Harvard University?;128987800
Qual arquiteto frequentou Harvard University?;William Morgan
Qual economista frequentou Harvard University?;William Rodgers
Qual o nome de uma pessoa que frequentou Harvard University e é uma poeta?;Parveen Shakir
Quem frequentou Harvard University e é um criptógrafo?;Robert Morris
