pergunta;resposta
De onde os Normandos originaram-se?;Normandos originaram-se da região da Normandia, na França.
Quem liderou a conquista normanda da Inglaterra?;A conquista normanda da Inglaterra foi liderada por Guilherme, o Conquistador.
O que foi o Livro Domesday?;O Livro Domesday foi um censo detalhado das terras e recursos da Inglaterra, realizado pelos normandos após a conquista.
Qual foi a batalha decisiva da conquista normanda da Inglaterra?;A batalha decisiva foi a Batalha de Hastings, em 1066.
Que estilo arquitetônico os normandos introduziram na Inglaterra?;Os normandos introduziram o estilo românico na arquitetura inglesa.
Como os normandos influenciaram o inglês?;Os normandos introduziram termos franceses ao vocabulário inglês, especialmente em áreas como direito e administração.
O que era o sistema feudal estabelecido pelos normandos?;O sistema feudal era uma estrutura de propriedade de terras baseada em lealdade e serviços feudais.
Em que ano ocorreu a conquista normanda da Inglaterra?;A conquista normanda da Inglaterra ocorreu em 1066.
Qual foi o impacto dos normandos na monarquia inglesa?;Os normandos centralizaram o poder monárquico e fortaleceram a estrutura administrativa da Inglaterra.
Que cultura os normandos combinaram ao conquistar a Inglaterra?;Os normandos combinaram a cultura francesa com a anglo-saxônica na Inglaterra.
