pergunta;resposta
Quem eram os Huguenotes?;Eram os protestantes franceses durante as guerras religiosas na França.
Quantos Huguenotes deixaram a França após as perseguições?;Cerca de 300 000 Huguenotes deixaram a França.
Quem revogou o Édito de Nantes em 1685?;Luís XIV.
Qual foi a data da revogação do Édito de Nantes?;18 de outubro de 1685.
Qual era a religião dominante dos Huguenotes?;Calvinismo.
Quais regiões da França tinham maioria protestante alemã?;Alsácia, Moselle e Montbéliard.
Quando ocorreram as guerras religiosas na França?;Na segunda metade do século XVI.
Qual foi a principal causa da emigração dos Huguenotes?;As perseguições contra as comunidades protestantes.
Para qual denominação religiosa pertenciam os Huguenotes?;Igreja Reformada.
Quem era o monarca responsável pela revogação do Édito de Nantes?;Luís XIV.
