pergunta;resposta
Em que ano foi estabelecido o Painel Intergovernamental sobre Mudanças Climáticas (IPCC)?;1988
Qual é o principal objetivo do IPCC?;Avaliar informações científicas sobre mudanças climáticas, seus impactos e estratégias de mitigação.
Quantos grupos de trabalho compõem a estrutura do IPCC?;Três
O IPCC publica relatórios que servem de base para quais acordos internacionais?;Acordos como o Acordo de Paris.
O que o IPCC faz com as informações científicas sobre mudanças climáticas?;Sintetiza e avalia estudos já existentes, sem realizar pesquisas próprias.
Qual é a função do Grupo de Trabalho 3 do IPCC?;Avaliar opções de mitigação das mudanças climáticas.
Quais são os tipos de relatórios publicados pelo IPCC?;Relatórios de Avaliação e relatórios especiais.
Quem utiliza os relatórios do IPCC para formular políticas?;Governos e instituições internacionais.
Qual é o papel da Força-Tarefa sobre Inventários de Gases de Efeito Estufa do IPCC?;Avaliar métodos para mensurar emissões de gases de efeito estufa.
O que o IPCC não realiza em sua atividade?;Não conduz pesquisas científicas independentes.
