pergunta;resposta
Qual é o nível educacional atendido pela Escola Municipal São Francisco?;Ensino Fundamental I e Ensino Médio
A Escola Municipal São Francisco é pública ou privada?;Pública
Em qual cidade está localizada a Escola Municipal São Francisco?;São Paulo
Qual é o período escolar abrangido pelo Ensino Fundamental I na Escola Municipal São Francisco?;6º ao 9º ano
Que tipo de atividades extracurriculares a Escola Municipal São Francisco oferece?;Futebol, música e teatro
Qual sistema de biblioteca está disponível na escola?;Biblioteca digital
A Escola Municipal São Francisco tem área verde para atividades recreativas?;Sim
Qual é o principal benefício da biblioteca digital na escola?;Facilita o acesso a livros e recursos educacionais online
Os alunos do Ensino Médio da Escola Municipal São Francisco participam de atividades extracurriculares?;Sim, são oferecidos cursos como futebol, música e teatro.
Qual é a função da área verde na escola?;Para atividades recreativas
