pergunta;resposta
Qual é o número atômico do oxigênio?;8.
Em qual grupo da tabela periódica o oxigênio se encontra?;Chalcogênio.
Qual é o elemento mais abundante no universo?;Hidrogênio.
Qual é o segundo elemento mais abundante no universo?;Hélio.
Qual é a porcentagem de oxigênio no ar atmosférico?;20,8%.
Quantos átomos se combinam para formar o gás diatômico (O₂)?;Dois átomos.
Qual é o papel do oxigênio na fotossíntese?;É um componente essencial do processo.
Quem descobriu o oxigênio?;Joseph Priestley e Antoine Lavoisier.
Qual é o efeito de concentrações altas de oxigênio?;Pode ser tóxico.
Qual é o terceiro elemento mais abundante no universo?;Oxigênio.
