pergunta;resposta
Em que ano foi criado o IPCC?;1988
Quais duas organizações das Nações Unidas criaram o IPCC?;Programa das Nações Unidas para o Meio Ambiente (PNUMA) e Organização Meteorológica Mundial (OMM)
Qual é o objetivo principal do IPCC?;Sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas
O IPCC produz pesquisa original?;Não, ele reúne e resume o conhecimento produzido por cientistas
Quantos grandes relatórios o IPCC já produziu?;Cinco
Qual prêmio Nobel o IPCC recebeu em 2007?;Prêmio Nobel da Paz
Quem foi um ex-presidente do IPCC que renunciou em 2015?;Rajendra K. Pachauri
Quem é o atual presidente do IPCC?;Hoesung Lee
Onde está sediado o IPCC?;Genebra, Suíça
Qual é a classificação do IPCC no YagoKnowledgeBase?;YagoLegalActor
