pergunta;resposta
Qual indivíduo recebeu o nome da escola?;John Harvard
Quando o curso de graduação se tornou coeducacional?;1977
Qual eh o nome do líder durante a Grande Depressão e a Segunda Guerra Mundial?;James Bryant Conant
qual organização Harvard encontrou em 1900?;associação de Universidades Americanas
qual presidente da universidade a transformou em uma moderna universidade de pesquisa?;Charles W. Eliot
qual sistema acadêmico major Harvard possui?;Harvard Crimson
quantas bibliotecas individuais compõe a biblioteca principal da escola?;79 bibliotecas individuais
qual(total) volumes está contido na biblioteca principal do哈佛?;18 milhões de volumes.
quantos presidentes dos EUA são ex-alunos da escola?;oito presidentes dos EUA
qual total de ganhadores do Nobel está entre os ex-alunos da escola?;150 ganhadores do Nobel
