pergunta;resposta
Qual é uma das principais medidas utilizadas para avaliar a desigualdade econômica?;O Coeficiente de Gini
A desigualdade econômica pode ser medida em relação a quais aspectos?;riqueza, renda e consumo
Qual o impacto da desigualdade no crescimento econômico, segundo as pesquisas?;Dificulta a duração do crescimento, mas não sua taxa.
Em relação à desigualdade, qual a tendência observada entre a globalização e a desigualdade dentro dos países?;A globalização tende a diminuir a desigualdade entre países, mas aumentar a desigualdade dentro dos países.
Qual o tema central abordado por Branko Milanovic em seu livro 'Global Inequality'?;A evolução da desigualdade global ao longo dos séculos.
Qual o principal argumento de Thomas Piketty em 'O Capital no Século XXI'?;A tendência de concentração de riqueza e a importância do capital no crescimento econômico.
Qual o conceito central defendido por Joseph Stiglitz em relação à desigualdade?;A desigualdade como resultado de falhas de mercado e políticas públicas inadequadas.
Qual a relação entre a desigualdade econômica e a mobilidade social?;A alta desigualdade econômica tende a diminuir a mobilidade social.
Qual o impacto da desigualdade econômica na saúde e no bem-estar social?;A desigualdade econômica está associada a piores indicadores de saúde e menor bem-estar social.
Qual o papel das políticas públicas na redução da desigualdade econômica?;As políticas públicas, como impostos progressivos, programas sociais e investimentos em educação, podem desempenhar um papel importante na redução da desigualdade econômica.
