pergunta;resposta
Qual é o apelido da cidade de Jacksonville?;Jax, The River City, The Bold New City of the South
Qual é a densidade populacional de Jacksonville por quilômetro quadrado?;490.63
Qual é o ranking populacional de Jacksonville nos Estados Unidos?;12
Qual é a população da área metropolitana de Jacksonville?;1733937
Qual é a temperatura média mais baixa em fevereiro em Jacksonville?;46.1
Qual é a precipitação média em junho em Jacksonville em polegadas?;7.6
Qual é a média mais baixa de registro em maio em Jacksonville?;50.7
Que tipo de imagem é usada para representar Jacksonville?;Um prédio, um pôr do sol e um político.
Qual template é usado nas páginas de Jacksonville?;Div_col_end e Navboxes
Qual é o termo exato de Jacksonville no Global WordNet?;i84298
