pergunta;resposta
Qual é a capital da Polônia?;Varsóvia
Quem foi o primeiro rei polonês?;Leszczyński
Em qual ano Varsovia passou a ser capital da Polônia-Lituânia?;1569
Qual é o nome completo do país antes de se tornar o Reino da Polônia?;Polônia-Lituânia
Em qual século Varsovia foi fundada?;Século XV
Qual é o nome do maior rio que passa por Varsovia?;O Vistula
Em qual ano Varsovia foi invadida pelos alemães durante a Segunda Guerra Mundial?;1939
Qual é o nome do prédio mais alto de Varsovia?;Wawel Castle Tower
Em qual século foi construído o Castelo Wawel em Varsovia?;Século XIV
Qual é o nome do prédio mais antigo de Varsovia?;Catedral de Santa Maria
