pergunta;resposta
Qual é a medida mais utilizada para medir a desigualdade econômica?;Coeficiente de Gini
Como a globalização afeta a desigualdade entre e dentro dos países?;Reduz a desigualdade entre nações, mas aumenta a desigualdade dentro dos países
Qual índice composto considera a desigualdade no cálculo do desenvolvimento humano?;Índice de Desenvolvimento Humano Ajustado pela Desigualdade
Quais são os dois principais aspectos da desigualdade econômica mencionados no contexto?;Distribuição de renda e riqueza
Que economista está associado à análise da desigualdade econômica mencionada no contexto?;Branko Milanović
Qual teoria é representada pela curva de Kuznets?;Relação entre desenvolvimento econômico e desigualdade
Quais categorias no contexto estão relacionadas à desigualdade econômica?;Globalização econômica e desigualdade social
Qual movimento social está ligado à luta contra a desigualdade econômica?;Movimento Occupy Wall Street
Como a desigualdade afeta o crescimento econômico, segundo o texto?;Dificulta a duração do crescimento, mas não sua taxa
Quais são os três tipos principais de medidas econômicas focadas na desigualdade?;Riqueza, renda e consumo
