pergunta;resposta
Quais são as ideologias do Partido da Juventude para o Egito?;ns1:ideologia e ns2:ideologia.
Quem é conhecido por estar relacionado ao islamismo?;Raheel Raza.
Quais são os modelos usados na página do Wikipedia sobre islamismo?;Template:Authority_control, Template:Islam_topics, Template:Main_list, Template:Salafi, Template:See, Template:Use_dmy_dates, Template:When, Template:Wiktionary-inline.
Quais são as classes que o islamismo pertence?;Abstraction100002137, Act100030358, Attitude106193203, Disagreement107180787, Dispute107181935, Part113809207, WikicatPoliticalNeologisms, YagoPermanentlyLocatedEntity.
Quais são os motivos associados ao islamismo?;Zulkifli Abdhir.
Quais são as obras com o islamismo como tema de não ficção?;Militant Islam Reaches America, Nazis, Islamists, and the Making of the Modern Middle East, Radical: My Journey out of Islamist Extremism.
Quais são as organizações que adotam o islamismo como ideologia?;Partido da Juventude para o Egito, Partido da Renovação e Renascimento, Partido para a Salvação Nacional, entre outros.
Quem são os signatários associados ao islamismo?;Mirza Husayn Tehrani, Muhammad Kazim Khurasani, Abdallah Mazandaran.
Quais são as imagens associadas ao islamismo?;"Imagens como ""Akhund Khurasani, Mirza Husayn Tehrani, e Abdullah Mazandarani.jpg"" e ""Flag of Hamas.svg""."
Quais são as funções de pessoa associadas ao islamismo?;ns1:PersonFunction.
