pergunta;resposta
Quem estudou na Universidade de Harvard?;Robert Morris (criptógrafo), William Morgan (arquiteto), Danielle Allen.
Qual é a categoria de assunto da Universidade de Harvard?;Universidades e colégios em Cambridge, Massachusetts.
Qual é o ID VIAF da Universidade de Harvard?;128987800.
Quem trabalha na Universidade de Harvard?;Philippe Le Corbeiller, William Klemperer.
Quais são as imagens que representam a Universidade de Harvard?;[Lista de URLs: http://...].
Quem tem a Universidade de Harvard como sua alma mater?;Robert Morris (criptógrafo), William Morgan (arquiteto).
Qual é a propriedade 'sameAs' da Universidade de Harvard?;http://viaf.org/viaf/128987800.
Quem está associado à Universidade de Harvard através da propriedade 'workInstitution'?;Philippe Le Corbeiller, William Klemperer.
Quais são os links de depoimento da Universidade de Harvard?;[Lista de URLs].
Quem tem a propriedade 'almaMater' relacionada à Universidade de Harvard?;Robert Morris (criptógrafo), William Morgan (arquiteto), Danielle Allen.
