pergunta;resposta
Quais foram algumas das batalhas em que os normandos participaram?;Batalha de Cerami, Batalha de Civitate, Batalha de Misilmeri, Batalha de Montepeloso, Batalha de Montepeloso.
Qual era a religião principal dos normandos?;Católica.
Quais idiomas os normandos falavam?;Latim, Normando antigo e Nórdico antigo.
Quais foram os grupos étnicos associados aos normandos?;Galos-Romanos, Francos, Nórdicos.
Quais estados os normandos estabeleceram?;Estados na Sicília e na Itália meridional.
Qual era a origem dos normandos?;Nórdicos da Dinamarca, Islândia e Noruega.
Quais foram as influências dos normandos na Sicília?;Estabelecimento de reinos e integração cultural.
Quais foram as cidades ou regiões onde os normandos tiveram influência?;Normandia, Inglaterra, Sicília, Itália meridional.
Quais foram os líderes importantes dos normandos?;Guilherme o Conquistador, Rollo, Rollo.
Qual era o significado da palavra 'Normando'?;Viking.
