pergunta;resposta
O que é um número primo?;É um número natural maior que 1 que só é divisível por 1 e por ele mesmo.
Qual é o menor número primo?;2
Quais são os primeiros cinco números primos?;2, 3, 5, 7, 11
O número 1 é considerado primo?;Não, o número 1 não é considerado primo.
Como se determina se um número é primo?;Testando se é divisível por números menores ou iguais à sua raiz quadrada.
Qual é o único número primo par?;2
Quais são os números primos entre 1 e 10?;2, 3, 5, 7
O que é a fatoração em números primos?;A decomposição de um número em um produto de números primos.
Quais são os números primos entre 10 e 20?;11, 13, 17, 19
Qual é o maior número primo conhecido até 2023?;10^{82589933} - 1
