pergunta;resposta
Qual foi o motor a vapor que marcou o início da Revolução Industrial?;O motor atmosférico de Thomas Newcomen.
Quem inventou o bomba de vapor?;"Trevithick, conhecido como ""O Pai do Vapor""."
Em que ano foi patenteado o motor a vapor pela primeira vez?;1698, por Thomas Savery.
Quem desenvolveu o conceito de pistão?;Denis Papin.
Qual foi o primeiro motor a vapor que utilizou condensação interna?;O motor de James Watt, que incorporou a ideia do condensador seco.
Quando ocorreu a patente do primeiro motor a vapor de dupla expansão?;1804, por Richard Trevithick.
"Quem é considerado o ""Pai do Vapor Moderno"" e criou um motor mais eficiente?";James Watt.
Qual foi o primeiro navio a vapor prático a navegar no rio Mississippi?;"O ""New Orleans"", em 1812, projetado por Robert Fulton."
Quando foi introduzida a locomotiva a vapor pela primeira vez?;1804, pelo engenheiro britânico Richard Trevithick.
Qual foi o país que construiu o maior navio a vapor do mundo em 1937?;O Reino Unido, com o transatlântico SS France.
