pergunta;resposta
Qual é o nome do parlamento da Escócia?;Scottish Parliament
Em que cidade está localizado o Parlamento da Escócia?;Edinburgh
Qual sistema de votação é usado pelo Parlamento da Escócia?;Additional member system
Qual é a principal função do parlamento da Escócia?;Legislative
Quantas regiões eleitorais existem no parlamento da Escócia?;Não especificado diretamente, mas possui várias regiões eleitorais.
Quem é o líder do parlamento da Escócia?;Alison Johnstone (e George Adam)
Qual é o nome da estrutura do parlamento da Escócia?;Scottish Parliament
Em que ano ocorreu a última eleição para o parlamento da Escócia?;2021
O parlamento da Escócia é um parlamento unicameral ou bicameral?;Unicameral
Qual é o principal local de reunião do parlamento da Escócia?;Scottish Parliament Building
