pergunta;resposta
O que é considerado a execução do projeto em engenharia e arquitetura?;Construção
Qual termo é utilizado no Brasil para descrever ampliações, restaurações ou pinturas em imóveis?;Reforma
Qual empresa pertence à indústria Construction, conforme os fatos?;Aecon
Qual é o hiperônimo de 'Generalizations of the derivative'?;Construction
Qual modelo de página wiki é utilizado por Construction?;Template:JAP
Qual valor máximo está associado a Construction?;1500
Qual empresa tem como produto 'Construction'?;Liberty Property Trust
Qual categoria inclui 'Construction News'?;Construction
Qual termo descreve a execução de projetos de infraestrutura como pontes ou túneis?;Obra
Qual empresa é mencionada como atuando na indústria Construction?;Skanska
