pergunta;resposta
Em que rio está localizada a cidade de Varsóvia?;Vístula
Qual é a população estimada de Varsóvia em 2012?;1 716 855 habitantes
A que distância fica Varsóvia da costa do mar Báltico?;cerca de 260 km
Qual evento histórico ocorreu em Varsóvia em 1943, relacionado à resistência judaica?;Levante do Gueto de Varsóvia
Qual instituição de ensino superior está sediada em Varsóvia e é mencionada no texto?;Universidade de Varsóvia
Qual organização europeia da segurança de fronteiras tem sede em Varsóvia?;Frontex
Qual título Varsóvia recebeu por conta de sua reconstrução após a Segunda Guerra Mundial?;Phoenix City
Em que ano o Bairro Velho de Varsóvia foi declarado Patrimônio Mundial da UNESCO?;1980
Qual pacto internacional é associado ao nome de Varsóvia segundo o texto?;Pacto de Varsóvia
Qual competição de futebol está sediada em Varsóvia conforme os fatos fornecidos?;League Cup in Polish Football
