pergunta;resposta
Qual a origem etimológica do termo 'Ctenophora'?;κτείς kteis 'pente' e φέρω pherō 'portador
Qual o tamanho máximo que um Ctenophora pode atingir?;1,5 metros
Qual característica permite que os Ctenophora se locomovam?;Pentes formados por grupos de cílios
Em que período geológico o registro fóssil de Ctenophora foi encontrado?;Cambriano
Qual a principal característica que diferencia os Ctenophora das medusas?;A presença de pentes formados por grupos de cílios
Qual é o habitat natural dos Ctenophora?;Águas oceânicas e estuarinas
Qual o nome da espécie-tipo do filo Ctenophora?;Mnemiopsis leidyi
Qual a função dos 'pentes' presentes nos Ctenophora?;Locomoção
Qual é o tipo de organismo que o Ctenophora representa?;Animal
Qual o nome comum dado aos Ctenophora?;Carambolas-do-mar ou águas-vivas-de-pente
