pergunta;resposta
Qual é a maior cidade dos Estados Unidos em área?;Jacksonville
Em qual estado está localizada Jacksonville?;Flórida
Quem é o atual prefeito de Jacksonville?;Cory Fleming
Qual rio passa por Jacksonville?;St. Johns River
Jacksonville foi fundada em qual século?;XVII
O que aconteceu com Jacksonville durante a Guerra Civil Americana?;Foi ocupada pelos unionistas
Qual é o nome do estádio principal de Jacksonville para jogos da NFL?;TIAA Bank Field
Jacksonville faz parte de qual região dos Estados Unidos?;Sudeste
Qual é a população aproximada de Jacksonville?;900.000
O que aconteceu em Jacksonville em 1968 que mudou sua forma de governo?;Adotou um sistema de prefeitura forte e conselho unicameral
