pergunta;resposta
Qual empresa foi baseada em Londres e construiu navios a vapor?;A empresa King & Marshall & Co. (1855–1941).
Quais são as categorias associadas ao motor a vapor?;Energia de conversão e motores a vapor.
Qual é o nome de um navio que utiliza um motor a vapor?;USS_Montauk.
Quais são os modelos de template usados para o motor a vapor?;Template:Citation_needed, Template:Clarify, Template:Commons_category, etc.
Qual é o tipo de potência da Virginia V?;Motor a vapor.
Quais empresas produzem motores a vapor?;Wm._Crichton_&_Co. e King & Marshall & Co.
Quais são exemplos de navios que usam motores a vapor?;USS_Montauk, USS_Shenandoah, USS_Tasco e USS_Wyoming.
Quais imagens estão associadas ao motor a vapor?;Diagramas de boilers, motores de vapor, e imagens históricas como Jacob Leupold.
Qual é o papel do motor a vapor na conversão de energia?;É central na conversão de energia térmica em mecânica, sendo fundamental na história da tecnologia.
Quais são as aplicações do motor a vapor?;Navios, locomotivas, máquinas industriais e dispositivos de geração de energia.
