pergunta;resposta
Quem cunhou o termo sistema imunitário?;Ilya Ilyich Mechnikov
Qual é a função principal do sistema imunitário?;proteger o organismo contra doenças
Em que ano foi cunhado o termo 'sistema imunitário'?;1882
Qual é a condição chamada quando o sistema imunitário ataca tecido normal como se fosse um agente externo?;autoimunidade
O que acontece quando a atividade do sistema imunitário está abaixo da normal?;imunodeficiência
Qual tipo de células são responsáveis pela fagocitose no sistema imunitário?;macrófagos
Quais mecanismos básicos de defesa estão presentes nos eucariotos?;enzimas, peptídeos antimicrobianos (defensinas) e sistema complemento
Qual é o mecanismo de defesa mais complexo desenvolvido pelos vertebrados mandibulares?;capacidade de se adaptarem para reconhecer agentes patogénicos específicos ao longo do tempo
O que é a imunologia?;área científica que estuda todos os aspectos do sistema imunitário
Qual mecanismo de defesa é desenvolvido na sequência da resposta inicial a um agente específico e permite uma resposta mais eficaz a novos ataques pelo mesmo agente?;memória imunológica ou imunidade adquirida
