pergunta;resposta
Qual é a origem etimológica da palavra 'geologia'?;Do grego γη- (geo-, 'a terra') e λογος (logos, 'palavra', 'razão').
Quem usou pela primeira vez a palavra 'geologia' em 1778?;Jean-André Deluc.
Qual é a teoria que explica o deslocamento das placas tectônicas na litosfera terrestre?;Tectônica de placas.
Quais são os dois componentes da litosfera?;A crosta e o manto superior.
Quantos cursos presenciais de graduação em Geologia e Engenharia Geológica existem no Brasil?;35 cursos.
Em quantas unidades federativas brasileiras estão distribuídos os cursos de Geologia e Engenharia Geológica?;18 das 27 unidades federativas.
Qual é a profissão regulamentada pela Lei nº 4.076, de 23 de junho de 1962 no Brasil?;Geólogo.
Por qual órgão são fiscalizados os conselhos regionais da profissão de geólogo no Brasil?;Conselhos Regionais de Engenharia e Agronomia (CREA).
Qual é a idade estimada da Terra, conforme descobertas geológicas?;Cerca de 4,6 bilhões de anos.
Quais materiais além do petróleo e carvão têm interesse econômico na geologia?;Gemas, minerais industriais como asbesto, pedra pomes, perlita, mica, zeólitos, argilas, quartzo, enxofre e cloro.
