pergunta;resposta
De onde vem a palavra 'geologia'?;do grego γη- (geo-, 'a terra') e λογος (logos, 'palavra', 'razão')
Qual é a idade da Terra segundo o texto?;cerca de 4,6 bilhões de anos
O que é a teoria da tectônica de placas?;a litosfera é fragmentada em placas tectônicas que se movem sobre a astenosfera
Quais recursos os geólogos ajudam a gerenciar?;petróleo, carvão, metais como ouro, ferro e cobre
Quais ciências a geologia se relaciona?;geografia, astronomia, química, física, matemática, biologia e antropologia
Quem introduziu o termo 'geologia'?;Horace-Bénédict de Saussure
Qual é a lei que regulamenta os geólogos no Brasil?;a Lei 4.076/62
O que compõe a litosfera?;a crosta e a parte superior rígida do manto
Como é o comportamento da astenosfera?;plástico
Qual é o estudo de corpos celestes chamado?;astrogeologia
