pergunta;resposta
Qual é a população da cidade de Varsóvia?;Cerca de 2 milhões de habitantes
Em que século Varsóvia foi fundada?;Século XIII
Qual é o idioma oficial da cidade de Varsóvia?;Polonês
A polícia de Varsóvia tem qual nível de autoridade em casos relacionados a drogas e álcool?;Alto
Em que ano foi concluída a revitalização da área conhecida como Centrum na cidade de Varsóvia?;2015
Qual é o cargo do prefeito da cidade de Varsóvia atualmente?;Bogdan Nowak
Qual é a população da área metropolitana de Varsóvia?;2.666 milhões
Em que ano foi concluída a construção do Sistema Viário Metropolitano de Varsóvia?;2018
Qual é o maior rio da Polônia através da qual passa Varsóvia?;Vístula
Qual é a principal estação de trem de Varsóvia, que também serve como uma estação ferroviária internacional?;Wawel
