pergunta;resposta
Qual é a capital de Vitória?;Melbourne
Quem é o atual governador de Vitória?;Linda Dessau
Em que ano Melbourne serviu como capital federal da Austrália?;1901 a 1927
Qual é o maior estádio na Austrália e no Hemisfério Sul?;Melbourne Cricket Ground
Quando foi estabelecida oficialmente a colônia de Vitória?;1851
Qual é o nome do maior lago em Victoria mencionado no contexto?;Lake Colac
Quem governa o estado de Vitória desde 2014?;Daniel Andrews
Qual é o tipo de código postal em Victoria?;Postcodes in Australia
Quem nasceu em Victoria e está relacionado com a música?;Josh Frydenberg
Qual universidade pública mais antiga em Victoria foi fundada em 1853?;Universidade de Melbourne
