pergunta;resposta
Qual é o nome completo do Painel Intergovernamental que avalia as mudanças climáticas?;Painel Intergovernamental sobre Mudanças Climáticas
Em que ano o Painel Intergovernamental sobre Mudanças Climáticas foi criado?;1988
Qual é a principal função do Painel Intergovernamental sobre Mudanças Climáticas?;Sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas.
Qual organização lançou o Painel Intergovernamental sobre Mudanças Climáticas?;Programa das Nações Unidas para o Meio Ambiente (PNUMA) e a Organização Meteorológica Mundial (OMM).
Qual o acrônimo mais conhecido do Painel Intergovernamental sobre Mudanças Climáticas?;IPCC
Em que cidade está localizada a sede principal do Painel Intergovernamental sobre Mudanças Climáticas?;Geneva, Suíça
Qual o principal objetivo do Painel Intergovernamental sobre Mudanças Climáticas?;Combater os problemas relacionados às mudanças climáticas.
Em que ano o Painel Intergovernamental sobre Mudanças Climáticas recebeu o Prêmio Nobel da Paz?;2007
Qual é um dos principais órgãos que colabora com o Painel Intergovernamental sobre Mudanças Climáticas?;Organização Meteorológica Mundial (OMM)
Qual o tipo de organização que é o Painel Intergovernamental sobre Mudanças Climáticas?;Painel
