pergunta;resposta
Qual o objetivo principal do IPCC?;sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas.
Em que ano o IPCC foi criado?;1988
O IPCC produz pesquisas originais?;não, reúne e resume o conhecimento produzido por cientistas.
Qual o principal título de liderança do IPCC?;Chair
Qual o acrônimo do IPCC?;IPCC
Qual o país onde o IPCC possui sede principal?;Geneva, Switzerland
Qual prêmio o IPCC recebeu em 2007?;Prêmio Nobel da Paz
Qual organização estabeleceu o IPCC junto com a OMM?;o Programa das Nações Unidas para o Meio Ambiente (PNUMA)
Quem é Sergey Gulev?;é conhecido por Intergovernmental Panel on Climate Change
Qual o tipo de organização é o IPCC?;Panel
