pergunta;resposta
Em que ano o IPCC foi criado?;1988
Qual é a principal função do IPCC?;sintetizar e divulgar o conhecimento sobre as mudanças climáticas
O IPCC produz pesquisas originais?;Não, o IPCC reúne e resume o conhecimento produzido por outros cientistas.
Qual prêmio o IPCC recebeu em 2007?;Prêmio Nobel da Paz
Quantos grandes relatórios o IPCC produziu até 2014?;cinco
Qual é a abreviação do IPCC?;IPCC
Onde está localizada a sede do IPCC?;Geneva
Além do PNUMA, qual outra organização estabeleceu o IPCC?;Organização Meteorológica Mundial (OMM)
Bert Bolin é conhecido por sua relação com qual organização?;Intergovernmental Panel on Climate Change
Qual é uma das categorias de organizações às quais o IPCC pertence?;Organizações das Nações Unidas
