pergunta;resposta
Qual é o setor que envolve a construção de edifícios, estradas e infraestrutura?;Construção
Quais são os três principais elementos para realizar um projeto de construção?;planejamento, o projeto e o financiamento,
Em que tipo de ambiente geralmente ocorre a construção?;no local
Quem costuma ser o cliente para quem os projetos de construção são feitos?;um cliente conhecido.
Qual profissional é geralmente responsável pelo gerenciamento de um projeto de construção?;Um arquiteto
Quem supervisiona diretamente as atividades no canteiro de obra?;gerente de construção, engenheiro de design, engenheiro de construção ou gerente de projeto
Qual aspecto é crucial para garantir o sucesso em um projeto de construção?;planejamento eficaz.
Termine a frase: 'Os maiores projetos de construção são conhecidos como...;megaprojetos.
Quem é responsável por considerar requisitos de zoneamento, impacto ambiental e orçamento durante um projeto?;Os envolvidos no projeto e execução da infraestrutura
Qual setor contribui aproximadamente 6 a 9% do PIB global?;Construção
