pergunta;resposta
Qual foi o fundador da Dinastia Yuan?;Kublai Khan
Quando foi oficialmente estabelecida a Dinastia Yuan?;Em 1271
Qual era a capital da Dinastia Yuan?;Shangdu
Quais foram os principais combatentes na Batalha de Ngasaunggyan?;Yuan dynasty
Qual templo foi estabelecido durante a Dinastia Yuan?;Haihui Temple (Xiangtan)
Quando ocorreu a Batalha de Bạch Đằng (1288)?;Yuan dynasty
Qual foi o período de tempo da Dinastia Yuan?;Do Postclassical Era, 1271-1368
Quais foram as moedas utilizadas na Dinastia Yuan?;Cash (Chinese coin)
Qual foi o último imperador da Dinastia Yuan?;Toghon Temür
Quando a Dinastia Yuan chegou ao fim?;Em 1368-09-14
