pergunta;resposta
Qual é a cidade mais populosa do estado da Flórida?;Jacksonville
Em que ano Jacksonville foi fundada?;1791
Qual é a principal característica geográfica de Jacksonville?;Rio St. Johns
Qual foi o nome do primeiro governador militar do território da Flórida que nomeou a cidade Jacksonville?;Andrew Jackson
Quantos habitantes aproximadamente Jacksonville possui, de acordo com o censo de 2020?;Quase 950 mil
Em que ano ocorreu o Super Bowl XXXIX em Jacksonville?;2005
Qual a cidade de origem da banda 38 Special?;Jacksonville
Qual é a cidade de origem da banda Black Kids?;Jacksonville
Qual é a principal atividade econômica de Jacksonville?;Porto de Jacksonville
Em que cidade a banda Lynyrd Skynyrd tem origem?;Jacksonville
