pergunta;resposta
Qual empresa pertence à indústria farmacêutica?;Sentry Foods
Qual órgão regulador dos EUA é responsável por medicamentos?;FDA (Food and Drug Administration)
Qual revista está ligada a biotecnologia e farmácia?;Current Trends in Biotechnology and Pharmacy
Qual imagem representa a farmácia?;Medicin man.jpg
Quais graus existem em farmácia?;Bacharel, Mestre, Doutor e Diploma em Farmácia
Qual empresa fornece produtos farmacêuticos?;Rite Aid
Quem atua na disciplina de farmácia?;Kristy M. Ainslie
Qual imagem é usada como símbolo da farmácia?;Rx symbol border.svg
Qual serviço online está ligado à farmácia?;Virtual pharmacy
Qual órgão chinês regula medicamentos?;国家药品监督管理局 (NMPA)
