pergunta;resposta
O que é um ctenophora?;É um filo de animais marinhos que vive em águas oceânicas e estuarinas.
Qual é a característica mais destacada do ctenophora?;A presença de 'pentes', ou grupos de cílios usados para nadar.
O que o ctenophora utiliza para se movimentar?;Pentes' - grupos de cílios.
Qual é o tamanho do ctenophora adulto?;Entre 1 mm e 1,5 m de comprimento.
O que são comumente conhecidos como ctenophoras?;Geleias de pente.
Como se classifica o ctenophora biologicamente?;É um animal pertencente ao gênero Ctenophora.
O que é a principal usagem do ctenophora?;Para nitrar e digestar, usando o fluxo de água através da cavidade.
Onde são encontrados os ctenóforas?;Na globalization das águas oceânicas e estuarinas.
Qual é a origem do termo 'ctenophora'?;Do grego: κτέις (kteis) 'pente' e φέρω (pherō) 'portador'.
Quais são as características morfológicas do ctenóforo?;Morphology globosa, semelhante às medusas.
