pergunta;resposta
Qual universidade é mencionada no contexto?;Harvard
O contexto faz referência a quantas universidades?;Uma
Em qual país a Universidade Harvard está localizada?;Estados Unidos
Qual cidade é conhecida pela presença da Universidade Harvard?;Cambridge
A Universidade Harvard faz parte de qual sistema universitário?;Ivy League
Quando foi fundada a Universidade Harvard?;1636
Qual é o apelido da Universidade Harvard devido à sua antiga e prestigiada história?;O berço do país
Quantos alunos a Universidade Harvard tem em média?;Aproximadamente 20.000 estudantes
Qual é o nome da escola de medicina associada à Universidade Harvard?;Harvard Medical School
Quem são alguns dos ex-alunos notáveis ​​da Universidade Harvard?;Entre outros, John F. Kennedy e Barack Obama
