pergunta;resposta
Qual foi o ano de fundação da British Satellite Broadcasting?;1986
Quando a British Satellite Broadcasting começou a transmitir?;25 de março de 1990
Com qual empresa a BSB se fundiu em 1990?;Sky Television plc
Qual foi o nome da empresa resultante da fusão da BSB e Sky Television?;BSkyB
Em qual cidade estava localizada a sede da British Satellite Broadcasting?;Londres
Qual canal de TV pertenceu à British Satellite Broadcasting?;Galaxy
Qual é o nome do estúdio onde foi filmado o filme 'Hardware'?;British Satellite Broadcasting
Qual empresa sucedeu a British Satellite Broadcasting após sua fusão?;Sky UK
Qual é o nome da imagem representativa da British Satellite Broadcasting?;British Satellite Broadcasting logo.png
Em qual edifício estava localizada a sede principal da BSB?;Marco Polo House
