pergunta;resposta
Qual o comprimento do rio Reno?;1.233 km
Em qual país o Reno nasce?;Suíça
Qual é um dos principais rios que desaguam no Reno?;Danúbio
Em qual país a Ponte Emmerich Rhine cruza?;Alemanha
Qual o nome do delta onde o Reno se encontra com o mar?;Delta do Reno–Mosa–Escalda
Em qual país se localiza a cidade de Colônia, que é atravessada pelo Reno?;Alemanha
Qual é o nome do modelo de página wiki usado para informações sobre o Reno?;Template:IPA-wa
Qual é a principal característica geológica do leito do Reno?;Vale de falha
Qual é a cidade que hospeda a Ponte Middle Bridge, Basel?;Basel
Em qual país se encontra a cidade de Margaret Hardenbroeck?;Alemanha
