pergunta;resposta
Qual foi a data de fundação do Painel Intergovernamental para Alterações Climáticas (IPCC)?;O IPCC foi fundado em 1988.
Qual é o principal objetivo do Painel Intergovernamental para Alterações Climáticas (IPCC)?;Sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas, especialmente o aquecimento global.
onde está localizada a sede principal do IPCC?;A sede principal do IPCC está em Genebra, na Suíça.
Qual organização mãe criou o IPCC?;O IPCC foi criado pelo Programa das Nações Unidas para o Meio Ambiente (PNUMA) e pela Organização Meteorológica Mundial (OMM).
Do que é exemplo um tipo de entidade relacionada ao IPCC?;O IPCC é do tipo YagoLegalActor.
Quem foi um membro notório do IPCC?;Filippo Giorgi foi um membro do IPCC.
Qual organização associou o IPCC a seu trabalho sobre fontes renováveis e mitigação do cambio climático?;O trabalho foi associado ao Renewable Energy Sources and Climate Change Mitigation.
Que prêmio Nobel ganhou o IPCC?;O IPCC ganhou o Prêmio Nobel da Paz em 2007.
Quanto relatórios tem o IPCC produzido desde sua fundação?;O IPCC produziu cinco grandes relatórios desde 1990 até 2014.
Qual é a abreviação do nome completo do Painel Intergovernamental para Alterações Climáticas (IPCC)?;A abreviação é IPCC.
