pergunta;resposta
Quando foi criado o Parlamento da Escócia?;Em 1999.
Quantos membros o Parlamento da Escócia possui?;129 membros.
Como são chamados os membros do Parlamento da Escócia?;Membros do Parlamento da Escócia (MSPs).
Onde o Parlamento da Escócia está localizado?;Em Edimburgo.
Qual é o principal papel do Parlamento da Escócia?;Criar leis.
Como os membros são eleitos no Parlamento da Escócia?;A partir de círculos eleitorais e regiões.
Qual é o nome do prédio onde o Parlamento da Escócia se reúne?;O Prédio do Parlamento da Escócia.
Qual é o mandato dos membros do Parlamento da Escócia?;Quatro anos.
Qual é o papel do primeiro-ministro da Escócia?;Chefe do governo da Escócia.
Como o Parlamento da Escócia difere do Parlamento do Reino Unido?;Ele lida com assuntos devolvidos.
