pergunta;resposta
Em que século a história de Varsóvia remonta?;final do século XIII
Qual rei transferiu a capital polonesa de Cracóvia para Varsóvia em 1569?;Sigismundo III
Como Varsóvia foi descrita antes da Segunda Guerra Mundial?;A \"Paris do Norte\"
Qual evento levou à destruição do gueto de Varsóvia em 1943?;Levante do Gueto de Varsóvia
Qual o título dado a Varsóvia devido à sua reconstrução após a Segunda Guerra Mundial?;“Phoenix City”
Qual é a principal atração turística do Centro Histórico de Varsóvia, declarado Patrimônio da Humanidade pela UNESCO?;Coluna de Sigismundo
Qual a nacionalidade de Michał Kalecki?;polaco
Onde está localizada a sede principal do Pilecki Institute?;Varsóvia
Qual a temperatura média em maio na cidade de Varsóvia?;14.8°C
Qual a nacionalidade de Stanislawa Angel-Engelówna?;polaca
