pergunta;resposta
Quando a Peste Negra atingiu o seu pico na Europa?;entre 1347 e 1351
Qual é a estimativa da taxa de mortalidade causada pela Peste Negra na Europa?;entre 30% a 60%
Quanto tempo levou para que a população europeia se recuperasse do impacto da Peste Negra?;cerca de 200 anos
Qual é o agente causador da Peste Negra?;a bactéria Yersinia pestis
De onde se acredita que a Peste Negra tenha originado?;da Ásia Central ou da Ásia Oriental
Qual foi o meio de transmissão da Peste Negra?;pulgas que viviam em ratos
Em quais regiões da Europa a Peste Negra teve maior impacto?;na Itália e na Espanha
Quanto tempo a Peste Negra permaneceu em circulação na Europa?;até o século XIX
Qual foi o impacto socioeconômico da Peste Negra na Europa?;criou uma série de convulsões religiosas, sociais e econômicas
Quais são as formas principais de peste causadas pela bactéria Yersinia pestis?;septicémica, pneumónica e bubónica
