pergunta;resposta
Qual é o nome comum dado aos ctenóforos?;Carambolas-do-mar ou águas-vivas-de-pente
Em que tipo de ambientes naturais os ctenóforos são encontrados?;Águas oceânicas e estuarinas
Qual é a característica distintiva dos ctenóforos?;A presença de pentes formados por grupos de cílios que utilizam para nadar
Qual é o maior tamanho adulto alcançado pelos ctenóforos?;1,5 m de comprimento
Os ctenóforos são superficialmente semelhantes a que outro tipo de animal marinho?;Medusas
Qual é o modelo de página wiki usado para representar os ctenóforos?;Template:Convert, Template:Grey, Template:Small, entre outros
Quais são as subdivisões do filo Ctenophora?;*Tentaculata, *Nuda, e *Scleroctenophora
Qual é o tipo de animal que os ctenóforos representam?;Invertebrados (EukaryoticCell)
De quem data a descrição inicial do filo Ctenophora?;Eschscholtz, 1829
Qual é o nome científico que representa a espécie-tipo dos ctenóforos?;Mnemiopsis leidyi
