pergunta;resposta
Quem foi o fundador da Dinastia Yuan?;Kublai Khan
Em que ano foi estabelecida a Dinastia Yuan?;1271
Qual era a capital principal da Dinastia Yuan?;Khanbaliq
Qual o nome oficial da Dinastia Yuan em língua mongol?;Great Yuan State
Qual o nome da Dinastia Yuan em caracteres chineses?;Yuan cháo
Em que data a Dinastia Yuan foi dissolvida?;1368-09-14
Qual batalha envolvendo a Dinastia Yuan ocorreu em 1288?;Batalha de Bạch Đằng
Qual templo foi estabelecido durante a Dinastia Yuan?;Haihui Temple (Xiangtan)
Qual era a moeda utilizada na Dinastia Yuan?;Cash (Chinese coin)
Qual foi o último líder da Dinastia Yuan?;Toghon Temür
