pergunta;resposta
Para qual filo pertencem os ctenóforos?;Ctenophora
Quais são as características físicas dos ctenóforos que os tornam semelhantes às medusas?;Transparentes e com uma camada gelatinosa (mesoglea)
Como os ctenóforos se locomovem?;Usando cílios organizados em pentes chamados 'ctenes
Os ctenóforos são bioluminescentes?;Sim
Qual é a relação evolutiva entre ctenóforos e medusas?;Representam uma convergência evolutiva, não estando próximos filogeneticamente
Em quais habitats os ctenóforos são encontrados?;Águas oceânicas e estuarinas de distribuição cosmopolita
Desde quando os ctenóforos estão presentes no registro fóssil?;Cambriano
Quem descreveu os ctenóforos e em que ano?;Eschscholtz, em 1829
Quais são as principais subdivisões do filo Ctenophora?;Tentaculata, Nuda e Scleroctenophora
Qual é a espécie-tipo dos ctenóforos?;Mnemiopsis leidyi
