pergunta;resposta
Que tipo de economia Victoria possui?;diversificada.
Onde, de acordo com o produto bruto do estado, Victoria classifica na Austrália?;segundo lugar.
Em que posição o PIB per capita define Victoria?;quarto lugar.
Qual cidade em Victoria é conhecida como a capital esportiva da Austrália?;Melbourne.
Qual é o maior estádio da Austrália?;. (Informação não disponível no dado fornecido.)
Onde a influência asiática é mais forte em Victoria?;Bendigo.
Onde ocorreram os motins de Lambing Flat?;Nova Gales do Sul.
Onde estava o tumulto de 1857?;Buckland.
Quantos mineiros morreram no surto de febre tifóide de 1854?;mais de 1.000.
Quais eram as condições para os mineiros nos campos de ouro em Victoria?;apertadas e insalubres.
