pergunta;resposta
O que o Coeficiente de Gini mede?;desigualdade econômica
Qual é um exemplo de índice composto estatístico que leva em conta a desigualdade?;Índice de Desenvolvimento Humano Ajustado pela Desigualdade
Que conceito inclui igualdade de resultados e igualdade de oportunidades?;equidade
Como a globalização afeta a desigualdade entre as nações?;reduziu a desigualdade global (entre nações)
Qual foi uma causa do movimento de 1968 no Paquistão?;desigualdade econômica
Quem é um autor conhecido que escreveu sobre desigualdade econômica?;Thomas Piketty
O Occupy Atlanta foi motivado por qual problema social?;desigualdade econômica
Qual é um exemplo de movimento que tinha como motivo a desigualdade econômica na China?;Land Reform Movement (China)
Quem é um acadêmico conhecido pelo estudo da desigualdade econômica?;Robert Wade
Qual tipo de medidas econômicas são importantes para entender a desigualdade?;riqueza, renda e consumo
